in_btc,out_btc,total_btc,mean_in_btc,mean_out_btc,in_malicious,out_malicious,is_malicious,out_and_tx_malicious,all_malicious,vin_sz,vout_sz,size,fee,time,sat_per_byte
0.25,0.2495,0.4995,0.25,0.12475,0,0,0,0,0,1,2,258,50000,1348010758,193.7984496124031
0.08,0.0795,0.1595,0.08,0.03975,0,0,0,0,0,1,2,258,50000,1347987193,193.7984496124031
0.1,0.0994999999999999,0.1995,0.1,0.0497499999999999,0,0,0,0,0,1,2,258,50000,1347984656,193.7984496124031
0.05,0.0495,0.0995,0.05,0.02475,0,0,0,0,0,1,2,258,50000,1347927219,193.7984496124031
1.1016164,1.1011164,2.2027328,1.1016164,0.5505582,0,0,0,0,0,1,2,257,50000,1347896604,194.55252918287937
1.0,1.0,2.0,1.0,0.5,0,0,0,0,0,1,2,258,0,1348765079,0.0
3.0120140400000004,3.01001404,6.02202808,0.14342924,1.50500702,0,0,0,0,0,21,2,3859,200000,1348246126,51.82689816014511
127.70838801,127.70338801,255.41177602,63.854194005,63.851694005,0,0,0,0,0,2,2,437,500000,1347959448,1144.1647597254005
0.0948848,0.0943847999999999,0.1892695999999999,0.0948848,0.0471923999999999,0,0,0,0,0,1,2,257,50000,1347838166,194.55252918287937
1.49299262,1.49249262,2.98548524,1.49299262,0.74624631,0,0,0,0,0,1,2,227,50000,1347857717,220.26431718061673
0.80499835,0.80449835,1.6094967,0.80499835,0.402249175,0,0,0,0,0,1,2,258,50000,1348002989,193.7984496124031
0.0,50.0111,50.0111,0.0,50.0111,0,0,0,0,0,1,1,142,0,1347781393,0.0
8544.05700044,8544.056500440001,17088.11350088,8544.05700044,4272.028250220001,0,0,0,0,0,1,2,227,50000,1347776635,220.26431718061673
0.19849997,0.19799996,0.39649993,0.0496249925,0.19799996,0,0,0,0,0,4,2,798,50000,1347940602,62.65664160401003
18.70425653,18.70375653,37.40801306,9.352128265,6.23458551,0,0,0,0,0,2,3,472,50000,1348155022,105.9322033898305
5.5165,5.516500000000001,11.033,5.5165,2.7582500000000003,0,0,0,0,0,1,2,258,0,1347959077,0.0
0.41749999,0.41699998,0.83449997,0.1043749975,0.41699998,0,0,0,0,0,4,2,800,50000,1347792012,62.5
37.69596855,37.69596855,75.3919371,37.69596855,18.847984275,0,0,0,0,0,1,2,257,0,1347996525,0.0
2.003348,2.002848,4.006196,2.003348,1.001424,0,0,0,0,0,1,2,225,50000,1347851533,222.22222222222223
0.0,50.0065,50.0065,0.0,50.0065,0,0,0,0,0,1,1,110,0,1347560713,0.0
293.76613159,293.76113159,587.52726318,293.76613159,146.880565795,0,0,0,0,0,1,2,257,500000,1347892259,1945.5252918287938
1.048,1.0475,2.0955,0.524,0.5237499999999999,0,0,0,0,0,2,2,438,50000,1348042983,114.15525114155251
4.2655,4.265,8.5305,4.2655,2.1325,0,0,0,0,0,1,2,259,50000,1348034997,193.05019305019306
2.18067721,2.18017721,4.36085442,1.090338605,1.090088605,0,0,0,0,0,2,2,438,50000,1348024772,114.15525114155251
1.6245,1.6245,3.249,0.27075,0.81225,0,0,0,0,0,6,2,1164,0,1348249056,0.0
0.00550436,0.00300436,0.00850872,0.0002117061538461,0.00150218,0,0,0,0,0,26,2,3927,250000,1348678187,63.66182836771072
43.422738,42.922238,86.344976,43.422738,42.922238,0,0,0,0,0,1,2,227,50000,1348001523,220.26431718061673
34.15285247,34.152352470000004,68.30520494000001,34.15285247,17.076176235000002,0,0,0,0,0,1,2,258,50000,1347838891,193.7984496124031
0.63809086,0.6375908600000001,1.27568172,0.63809086,0.31879543,0,0,0,0,0,1,2,257,50000,1348597974,194.55252918287937
20.2,20.2,40.4,20.2,10.1,0,0,0,0,0,1,2,258,0,1348574173,0.0
2.28672682,2.28622682,4.57295364,2.28672682,1.14311341,0,0,0,0,0,1,2,258,50000,1348103866,193.7984496124031
1.38217234,1.35217234,2.7343446800000004,1.38217234,1.35217234,0,0,0,0,0,1,2,234,0,1348252081,0.0
0.076758,0.0762579999999999,0.1530159999999999,0.076758,0.0381289999999999,0,0,0,0,0,1,2,258,50000,1348320274,193.7984496124031
0.1998848,0.1993848,0.3992696,0.1998848,0.0996924,0,0,0,0,0,1,2,259,50000,1348255565,193.05019305019306
3.37,3.3695000000000004,6.7395000000000005,3.37,1.6847500000000002,0,0,0,0,0,1,2,258,50000,1348604810,193.7984496124031
0.5,0.4995,0.9995,0.5,0.24975,0,0,0,0,0,1,2,259,50000,1348275311,193.05019305019306
0.02,0.0195,0.0395,0.02,0.00975,0,0,0,0,0,1,2,258,50000,1348215038,193.7984496124031
1.499848,1.499348,2.999196,1.499848,0.749674,0,0,0,0,0,1,2,258,50000,1348171761,193.7984496124031
0.53352613,0.5330261300000001,1.06655226,0.53352613,0.266513065,0,0,0,0,0,1,2,257,50000,1348112643,194.55252918287937
1.90991933,1.90941933,3.81933866,1.90991933,0.954709665,0,0,0,0,0,1,2,257,50000,1348234345,194.55252918287937
20.88658587,20.88608587,41.77267174,10.443292935,10.443042935,0,0,0,0,0,2,2,439,50000,1348290078,113.89521640091117
1.475416,1.474916,2.9503320000000004,1.475416,0.7374580000000001,0,0,0,0,0,1,2,257,50000,1348092805,194.55252918287937
11.30158371,11.30158371,22.60316742,11.30158371,5.650791855,0,0,0,0,0,1,2,258,0,1348098545,0.0
3.8132,3.8124,7.6256,3.8132,1.9062,0,0,0,0,0,1,3,259,50000,1348304704,193.05019305019306
3.57898367,3.57848367,7.15746734,3.57898367,1.789241835,0,0,0,0,0,1,2,224,50000,1348041479,223.21428571428572
0.83256533,0.83206533,1.66463066,0.83256533,0.416032665,0,0,0,0,0,1,2,258,50000,1348040695,193.7984496124031
100.0,100.0,200.0,100.0,50.0,0,0,0,0,0,1,2,257,0,1348464815,0.0
0.01,0.0095,0.0195,0.01,0.00475,0,0,0,0,0,1,2,259,50000,1348224835,193.05019305019306
0.06846176,0.06796176,0.13642352,0.06846176,0.03398088,0,0,0,0,0,1,2,226,50000,1348218107,221.23893805309734
1.48370078,1.48320078,2.96690156,0.1348818890909091,0.74160039,0,0,0,0,0,11,2,2055,50000,1348111755,24.330900243309003
0.64569885,0.6451988500000001,1.2908977,0.64569885,0.322599425,0,0,0,0,0,1,2,257,50000,1348271090,194.55252918287937
0.0200544,0.0195544,0.0396088,0.0200544,0.0097772,0,0,0,0,0,1,2,227,50000,1348094945,220.26431718061673
0.01,0.0095,0.0195,0.01,0.00475,0,0,0,0,0,1,2,259,50000,1348146393,193.05019305019306
0.1,0.09949999,0.19949999,0.1,0.09949999,0,0,0,0,0,1,2,259,50000,1348067155,193.05019305019306
0.37694531,0.37644531,0.75339062,0.37694531,0.188222655,0,0,0,0,0,1,2,227,50000,1348300438,220.26431718061673
3.3711,3.3703000000000007,6.7414000000000005,3.3711,0.5617166666666668,0,0,0,0,0,1,7,396,50000,1348332111,126.26262626262626
58.21395421,58.213754210000005,116.42770842,14.5534885525,29.106877105,0,0,0,0,0,4,2,797,20000,1348721324,25.094102885821833
14.50167974,14.50117974,29.00285948,14.50167974,7.25058987,0,0,0,0,0,1,2,259,50000,1348150792,193.05019305019306
0.5,0.4995,0.9995,0.5,0.24975,0,0,0,0,0,1,2,258,50000,1348261418,193.7984496124031
0.1053115,0.1043115,0.209623,0.1053115,0.05215575,0,0,0,0,0,1,2,227,100000,1348302360,440.52863436123346
0.02,0.0195,0.0395,0.02,0.00975,0,0,0,0,0,1,2,259,50000,1348092805,193.05019305019306
49.95399722,49.953997220000005,99.90799444,49.95399722,24.976998610000003,0,0,0,0,0,1,2,257,0,1348621357,0.0
186.58477678,186.58477678,373.16955356,186.58477678,93.29238839,0,0,0,0,0,1,2,257,0,1348769781,0.0
0.22149994,0.22099994,0.44249988,0.055374985,0.11049997,0,0,0,0,0,4,2,796,50000,1348634909,62.814070351758794
13.8523,13.8518,27.7041,13.8523,6.9259,0,0,0,0,0,1,2,259,50000,1348667439,193.05019305019306
0.0276,0.0271,0.0547,0.0276,0.01355,0,0,0,0,0,1,2,226,50000,1348673101,221.23893805309734
1.06384815,1.0633481500000002,2.1271963,0.5319240749999999,0.5316740750000001,0,0,0,0,0,2,2,438,50000,1348638027,114.15525114155251
37.18706912,37.0882497,74.27531882,37.18706912,1.1238863545454545,0,0,0,0,0,1,41,1584,50000,1348646515,31.565656565656564
50.26705,50.267050000000005,100.5341,50.26705,25.133525,0,0,0,0,0,1,2,227,0,1348744926,0.0
0.52799463,0.52799463,1.05598926,0.52799463,0.52799463,0,0,0,0,0,1,1,225,0,1348549847,0.0
0.4781999799999999,0.47769998,0.95589996,0.1195499949999999,0.23884999,0,0,0,0,0,4,2,796,50000,1348505152,62.814070351758794
0.09072187,0.09022187,0.18094374,0.0226804675,0.045110935,0,0,0,0,0,4,2,735,50000,1348441894,68.02721088435374
0.0035,0.003,0.0065,0.0035,0.0015,0,0,0,0,0,1,2,257,50000,1348480207,194.55252918287937
0.04,0.0395,0.0795,0.04,0.01975,0,0,0,0,0,1,2,258,50000,1348492377,193.7984496124031
0.24811568,0.24761568,0.49573136,0.24811568,0.12380784,0,0,0,0,0,1,2,258,50000,1348429106,193.7984496124031
0.10715511,0.10715511,0.21431022,0.0267887775,0.10715511,0,0,0,0,0,4,1,764,0,1348434441,0.0
2.044,2.039,4.083,2.044,1.0195,0,0,0,0,0,1,2,226,500000,1348649538,2212.3893805309735
73.38418569,73.38368569000001,146.76787138,73.38418569,36.691842845,0,0,0,0,0,1,2,258,50000,1348583718,193.7984496124031
2.02173834,2.02123834,4.042976680000001,1.01086917,1.01061917,0,0,0,0,0,2,2,437,50000,1348394089,114.41647597254004
0.03249865,0.03199864,0.06449729,0.03249865,0.03199864,0,0,0,0,0,1,2,226,50000,1348562872,221.23893805309734
18.13,18.13,36.26,18.13,9.065,0,0,0,0,0,1,2,234,0,1348587744,0.0
10.5780241,10.5775241,21.1555482,10.5780241,5.28876205,0,0,0,0,0,1,2,258,50000,1348588120,193.7984496124031
7.59663877,7.59663877,15.19327754,7.59663877,3.798319385,0,0,0,0,0,1,2,234,0,1348363599,0.0
75.95,75.9495,151.8995,75.95,37.97475,0,0,0,0,0,1,2,258,50000,1348619579,193.7984496124031
8.50936955,8.50936955,17.0187391,8.50936955,4.254684775,0,0,0,0,0,1,2,233,0,1348421945,0.0
11.10414369,11.10414369,22.20828738,11.10414369,5.552071845,0,0,0,0,0,1,2,233,0,1348478994,0.0
2.0,1.9995,3.9995,2.0,0.99975,0,0,0,0,0,1,2,259,50000,1348560271,193.05019305019306
0.02077878,0.02027878,0.04105756,0.01038939,0.01013939,0,0,0,0,0,2,2,376,50000,1348649538,132.9787234042553
8.09756003,8.09756003,16.19512006,8.09756003,4.048780015,0,0,0,0,0,1,2,234,0,1348673101,0.0
2.86395451,2.86345451,5.72740902,1.4319772549999998,1.431727255,0,0,0,0,0,2,2,438,50000,1348676825,114.15525114155251
3.845758,3.845258,7.691015999999999,3.845758,1.922629,0,0,0,0,0,1,2,257,50000,1348564264,194.55252918287937
1.66074,1.6602400000000002,3.3209800000000005,1.66074,0.8301200000000001,0,0,0,0,0,1,2,257,50000,1348628661,194.55252918287937
0.02,0.0195,0.0395,0.02,0.00975,0,0,0,0,0,1,2,257,50000,1348626044,194.55252918287937
0.05,0.0495,0.0995,0.05,0.02475,0,0,0,0,0,1,2,258,50000,1348415009,193.7984496124031
2.02630173,2.02630173,4.05260346,0.6754339100000001,1.013150865,0,0,0,0,0,3,2,520,0,1348970376,0.0
6.489078,6.488578,12.977656,3.244539,3.244289,0,0,0,0,0,2,2,438,50000,1348765205,114.15525114155251
3.65678704,3.65628704,7.31307408,1.82839352,1.82814352,0,0,0,0,0,2,2,437,50000,1348750849,114.41647597254004
0.001,0.0005,0.0015,0.001,0.00025,0,0,0,0,0,1,2,259,50000,1348713816,193.05019305019306
1.75074319,1.74074319,3.49148638,1.75074319,0.8703715949999999,0,0,0,0,0,1,2,258,1000000,1348708815,3875.968992248062
19.5593,19.5582,39.11749999999999,19.5593,3.259699999999999,0,0,0,0,0,1,7,395,50000,1348685300,126.58227848101266
0.016,0.0155,0.0315,0.016,0.00775,0,0,0,0,0,1,2,258,50000,1348738917,193.7984496124031
0.069,0.0685,0.1375,0.069,0.03425,0,0,0,0,0,1,2,258,50000,1348713816,193.7984496124031
0.12309497,0.12259497,0.24568994,0.12309497,0.061297485,0,0,0,0,0,1,2,258,50000,1348744065,193.7984496124031
26.463606820000003,26.46360682,52.927213640000005,6.615901705000001,13.23180341,0,0,0,0,0,4,2,797,0,1348798392,0.0
5.4995,5.4995,10.999,2.74975,2.74975,0,0,0,0,0,2,2,436,0,1348934870,0.0
0.0067201899999999,0.00622019,0.01294038,0.0016800474999999,0.001244038,0,0,0,0,0,4,5,898,50000,1348824610,55.67928730512249
12.51,12.51,25.02,6.255,6.255,0,0,0,0,0,2,2,374,0,1349508986,0.0
2.42458398,2.42408398,4.84866796,1.21229199,1.21204199,0,0,0,0,0,2,2,437,50000,1348756254,114.41647597254004
0.42618136,0.42568136,0.85186272,0.42618136,0.21284068,0,0,0,0,0,1,2,226,50000,1348858481,221.23893805309734
43.34000661,43.34000661,86.68001322,14.446668870000002,21.670003305,0,0,0,0,0,3,2,524,0,1349533751,0.0
4.8295,4.8295,9.659,4.8295,2.41475,0,0,0,0,0,1,2,234,0,1348714123,0.0
0.91143166,0.91093166,1.82236332,0.45571583,0.45546583,0,0,0,0,0,2,2,439,50000,1348756254,113.89521640091117
0.3,0.2995,0.5994999999999999,0.3,0.14975,0,0,0,0,0,1,2,257,50000,1348705290,194.55252918287937
18.3975,18.397,36.7945,18.3975,9.1985,0,0,0,0,0,1,2,226,50000,1348790332,221.23893805309734
17.4955,17.494699999999998,34.9902,17.4955,3.49894,0,0,0,0,0,1,6,362,50000,1348868275,138.12154696132598
0.06637826,0.06537826,0.13175652,0.06637826,0.03268913,0,0,0,0,0,1,2,258,100000,1348795590,387.5968992248062
9.93237265,9.93187265,19.8642453,4.966186325000001,4.965936325,0,0,0,0,0,2,2,439,50000,1348734992,113.89521640091117
50.9971,50.9966,101.9937,50.9971,25.4983,0,0,0,0,0,1,2,259,50000,1348919495,193.05019305019306
18.7843,18.7838,37.5681,18.7843,6.261266666666667,0,0,0,0,0,1,3,259,50000,1348748789,193.05019305019306
2000.0,2000.0,4000.0,2000.0,1000.0,0,0,0,0,0,1,2,226,0,1349397383,0.0
0.0217232399999999,0.02122324,0.0429464799999999,0.0108616199999999,0.01061162,0,0,0,0,0,2,2,374,50000,1349062680,133.6898395721925
10.01874,10.01824,20.03698,10.01874,5.00912,0,0,0,0,0,1,2,257,50000,1348791427,194.55252918287937
0.58826855,0.5877685500000001,1.1760371,0.294134275,0.293884275,0,0,0,0,0,2,2,437,50000,1348959479,114.41647597254004
0.01,0.0095,0.0195,0.01,0.00475,0,0,0,0,0,1,2,259,50000,1348811351,193.05019305019306
1.06755226,1.06705226,2.13460452,1.06755226,0.53352613,0,0,0,0,0,1,2,259,50000,1348716982,193.05019305019306
0.01085973,0.01035973,0.02121946,0.01085973,0.005179865,0,0,0,0,0,1,2,225,50000,1348760849,222.22222222222223
33.63911015,33.638610150000005,67.2777203,33.63911015,16.819305075000003,0,0,0,0,0,1,2,227,50000,1348734992,220.26431718061673
0.02,0.01949999,0.03949999,0.02,0.01949999,0,0,0,0,0,1,2,258,50000,1349050422,193.7984496124031
6.57401401,6.57401401,13.14802802,6.57401401,3.287007005,0,0,0,0,0,1,2,234,0,1349223377,0.0
0.00951924,0.00901924,0.01853848,0.00951924,0.00450962,0,0,0,0,0,1,2,257,50000,1349019086,194.55252918287937
50.31809915,50.31759915,100.6356983,50.31809915,25.158799575,0,0,0,0,0,1,2,257,50000,1349236661,194.55252918287937
11.20576545,11.20526545,22.4110309,11.20576545,5.602632725,0,0,0,0,0,1,2,259,50000,1349155952,193.05019305019306
4.435960430000001,4.43546043,8.87142086,2.2179802150000003,2.217730215,0,0,0,0,0,2,2,436,50000,1349221550,114.6788990825688
1.7454648599999998,1.74493986,3.49040472,0.3490929719999999,0.8724699300000001,0,0,0,0,0,5,2,975,52500,1349125162,53.84615384615385
0.14,0.1395,0.2795,0.14,0.06975,0,0,0,0,0,1,2,257,50000,1349270177,194.55252918287937
29.91378055,29.837250860000005,59.75103141000001,29.91378055,0.8524928817142858,0,0,0,0,0,1,41,1584,100000,1349175228,63.13131313131313
0.98326514,0.98276514,1.96603028,0.98326514,0.49138257,0,0,0,0,0,1,2,258,50000,1349311978,193.7984496124031
18.88180265,18.88180265,37.7636053,18.88180265,9.440901325,0,0,0,0,0,1,2,234,0,1349136472,0.0
0.0,50.045725,50.045725,0.0,50.045725,0,0,0,0,0,1,1,142,0,1349219763,0.0
1.30319776,1.30269776,2.60589552,1.30319776,0.65134888,0,0,0,0,0,1,2,257,50000,1349134290,194.55252918287937
1.53356048,1.53306048,3.06662096,0.76678024,0.76653024,0,0,0,0,0,2,2,438,50000,1349062680,114.15525114155251
87.39639104,87.39139104,174.78778208,43.69819552,43.69569552,0,0,0,0,0,2,2,439,500000,1349102966,1138.9521640091116
1.10935969,1.10935969,2.21871938,1.10935969,0.554679845,0,0,0,0,0,1,2,234,0,1349253350,0.0
4.19458044,4.193580440000001,8.388160880000001,0.8389160880000001,2.0967902200000004,0,0,0,0,0,5,2,979,100000,1349217769,102.14504596527068
0.01,0.0095,0.0195,0.01,0.00475,0,0,0,0,0,1,2,258,50000,1348952273,193.7984496124031
5460.40566931,5460.405169310001,10920.81083862,5460.40566931,2730.2025846550005,0,0,0,0,0,1,2,226,50000,1349136758,221.23893805309734
0.25,0.2495,0.4995,0.25,0.12475,0,0,0,0,0,1,2,258,50000,1349201569,193.7984496124031
0.06919,0.06869,0.13788,0.0230633333333333,0.0114483333333333,0,0,0,0,0,3,6,659,50000,1349286926,75.87253414264036
0.4002696,0.3997696,0.8000392000000001,0.4002696,0.1998848,0,0,0,0,0,1,2,259,50000,1348968914,193.05019305019306
14.6564,14.655899999999995,29.3123,14.6564,2.9311799999999995,0,0,0,0,0,1,5,328,50000,1349138521,152.4390243902439
0.35570193,0.35520193,0.7109038599999999,0.35570193,0.177600965,0,0,0,0,0,1,2,226,50000,1349021979,221.23893805309734
47.94014021,47.94014021,95.88028042,47.94014021,23.970070105,0,0,0,0,0,1,2,234,0,1349138979,0.0
30.42,30.42,60.84,30.42,15.21,0,0,0,0,0,1,2,224,0,1348997879,0.0
1.015626,1.015126,2.030752,1.015626,0.507563,0,0,0,0,0,1,2,257,50000,1349327357,194.55252918287937
0.0108,0.0103,0.0211,0.0108,0.00515,0,0,0,0,0,1,2,227,50000,1349259340,220.26431718061673
49.43524969,49.43474969,98.86999938,49.43524969,24.717374845,0,0,0,0,0,1,2,258,50000,1349407786,193.7984496124031
4.022,4.0215,8.0435,2.011,2.01075,0,0,0,0,0,2,2,438,50000,1349175814,114.15525114155251
0.5288038700000001,0.52830387,1.0571077400000002,0.5288038700000001,0.264151935,0,0,0,0,0,1,2,258,50000,1349105087,193.7984496124031
0.01099996,0.01049996,0.02149992,0.01099996,0.00524998,0,0,0,0,0,1,2,223,50000,1349229100,224.2152466367713
12.2437,12.2437,24.4874,12.2437,6.121849999999999,0,0,0,0,0,1,2,235,0,1349003749,0.0
0.01426592,0.01376592,0.02803184,0.01426592,0.00688296,0,0,0,0,0,1,2,225,50000,1349507401,222.22222222222223
0.98593074,0.98543074,1.97136148,0.49296537,0.49271537,0,0,0,0,0,2,2,436,50000,1349524357,114.6788990825688
32.98583286,32.38533286,65.37116572,32.98583286,32.38533286,0,0,0,0,0,1,2,226,50000,1349364031,221.23893805309734
0.87436523,0.87386523,1.74823046,0.437182615,0.436932615,0,0,0,0,0,2,2,437,50000,1349512785,114.41647597254004
0.41504537,0.41454537,0.82959074,0.1383484566666666,0.207272685,0,0,0,0,0,3,2,586,50000,1349574208,85.32423208191126
0.5324512100000001,0.53195121,1.06440242,0.266225605,0.265975605,0,0,0,0,0,2,2,437,50000,1349517435,114.41647597254004
10.547784,10.547284,21.095068,10.547784,5.273642000000001,0,0,0,0,0,1,2,226,50000,1349536333,221.23893805309734
0.06092997,0.06042996,0.12135993,0.0152324925,0.06042996,0,0,0,0,0,4,2,801,50000,1349524777,62.421972534332085
4.0,4.0,8.0,4.0,4.0,0,0,0,0,0,1,1,192,0,1349520317,0.0
65.55337758,65.53337758,131.08675516,65.55337758,65.53337758,0,0,0,0,0,1,2,234,0,1349435990,0.0
12.1807,12.1802,24.3609,12.1807,4.060066666666667,0,0,0,0,0,1,3,261,50000,1349370667,191.57088122605364
2.0,2.0,4.0,2.0,1.0,0,0,0,0,0,1,2,259,0,1349620391,0.0
3.055,3.0545,6.109500000000001,3.055,1.0181666666666669,0,0,0,0,0,1,3,291,50000,1349433982,171.82130584192439
0.04,0.0395,0.0795,0.04,0.01975,0,0,0,0,0,1,2,258,50000,1349324466,193.7984496124031
1.842,1.8415,3.6835,0.921,0.92075,0,0,0,0,0,2,2,437,50000,1349395777,114.41647597254004
0.26,0.2562,0.5162,0.26,0.2562,0,0,0,0,0,1,2,259,50000,1349583967,193.05019305019306
7.49854724,7.49804724,14.99659448,7.49854724,3.74902362,0,0,0,0,0,1,2,227,50000,1349288908,220.26431718061673
0.02342819,0.02342819,0.04685638,0.02342819,0.011714095,0,0,0,0,0,1,2,235,0,1349292630,0.0
0.001,0.00049999,0.00149999,0.001,0.00049999,0,0,0,0,0,1,2,257,50000,1349470354,194.55252918287937
3.1937430200000003,3.19324302,6.38698604,1.5968715100000002,1.59662151,0,0,0,0,0,2,2,440,50000,1349494248,113.63636363636364
21.41693733,21.41643733,42.83337466,21.41693733,10.708218665,0,0,0,0,0,1,2,259,50000,1349475691,193.05019305019306
11.31272102,11.31222102,22.62494204,11.31272102,5.65611051,0,0,0,0,0,1,2,257,50000,1349282794,194.55252918287937
0.02256156,0.02206156,0.04462312,0.02256156,0.01103078,0,0,0,0,0,1,2,225,50000,1349516084,222.22222222222223
520.8654,520.8654,1041.7308,520.8654,260.4327,0,0,0,0,0,1,2,225,0,1349356496,0.0
1.5641,1.5591,3.1232,0.5213666666666666,0.77955,0,0,0,0,0,3,2,616,500000,1349412323,811.6883116883117
0.84935412,0.84885412,1.69820824,0.42467706,0.42442706,0,0,0,0,0,2,2,437,50000,1349388161,114.41647597254004
10.3612,10.360699999999998,20.7219,10.3612,2.07214,0,0,0,0,0,1,5,329,50000,1349533751,151.9756838905775
0.01334997,0.01284997,0.02619994,0.01334997,0.006424985,0,0,0,0,0,1,2,226,50000,1349574208,221.23893805309734
28.08801588,28.08801588,56.17603176,28.08801588,14.04400794,0,0,0,0,0,1,2,235,0,1349555897,0.0
1.0981534,1.0976534,2.1958068,1.0981534,0.5488267,0,0,0,0,0,1,2,259,50000,1349523870,193.05019305019306
0.17449997,0.17399997,0.34849994,0.0436249925,0.086999985,0,0,0,0,0,4,2,797,50000,1349518465,62.73525721455458
0.15980784,0.15930784,0.31911568,0.15980784,0.07965392,0,0,0,0,0,1,2,226,50000,1349525855,221.23893805309734
79.42892627,79.42892626999999,158.85785254,79.42892627,39.714463135,0,0,0,0,0,1,2,258,0,1349394685,0.0
10.32,10.32,20.64,5.16,5.16,0,0,0,0,0,2,2,373,0,1349623876,0.0
10.33411528,10.33361528,20.667730560000003,10.33411528,5.16680764,0,0,0,0,0,1,2,258,50000,1349700777,193.7984496124031
0.7000000000000001,0.6995,1.3995000000000002,0.7000000000000001,0.34975,0,0,0,0,0,1,2,258,50000,1349639023,193.7984496124031
0.7208720000000001,0.720372,1.4412440000000002,0.7208720000000001,0.360186,0,0,0,0,0,1,2,225,50000,1349619314,222.22222222222223
0.03949999,0.03899999,0.07849998,0.03949999,0.019499995,0,0,0,0,0,1,2,227,50000,1349617664,220.26431718061673
0.5,0.4995,0.9995,0.5,0.24975,0,0,0,0,0,1,2,257,50000,1349595199,194.55252918287937
0.36279998,0.36229998,0.7250999600000001,0.090699995,0.18114999,0,0,0,0,0,4,2,798,50000,1349647097,62.65664160401003
0.02164045,0.02114045,0.0427809,0.010820225,0.010570225,0,0,0,0,0,2,2,373,50000,1349620800,134.04825737265415
5.881044,5.880544,11.761588,5.881044,2.940272,0,0,0,0,0,1,2,257,50000,1349621584,194.55252918287937
0.9973985,0.9968985,1.994297,0.9973985,0.49844925,0,0,0,0,0,1,2,226,50000,1349694299,221.23893805309734
0.01275401,0.01225401,0.02500802,0.0010628341666666,0.006127005,0,0,0,0,0,12,2,2234,50000,1349656370,22.381378692927484
0.53154829,0.53104829,1.06259658,0.265774145,0.265524145,0,0,0,0,0,2,2,438,50000,1349769301,114.15525114155251
3.993,3.9925,7.9855,3.993,1.99625,0,0,0,0,0,1,2,258,50000,1349757149,193.7984496124031
0.0011099999999999,0.00061,0.00172,0.000100909090909,0.000305,0,0,0,0,0,11,2,2059,50000,1349677022,24.28363283147159
1.81099999,1.81049999,3.62149998,0.905499995,0.905249995,0,0,0,0,0,2,2,437,50000,1349641407,114.41647597254004
0.83499997,0.8344999700000001,1.66949994,0.417499985,0.417249985,0,0,0,0,0,2,2,436,50000,1349668754,114.6788990825688
0.2,0.1995,0.3995,0.2,0.09975,0,0,0,0,0,1,2,258,50000,1349626545,193.7984496124031
0.06466849,0.06416849,0.12883698,0.06466849,0.032084245,0,0,0,0,0,1,2,257,50000,1349612933,194.55252918287937
0.18164481,0.18114481,0.36278962,0.18164481,0.090572405,0,0,0,0,0,1,2,259,50000,1349610026,193.05019305019306
9.33604701,9.33554701,18.67159402,9.33604701,4.667773505,0,0,0,0,0,1,2,258,50000,1349775364,193.7984496124031
0.8179200600000001,0.81742006,1.63534012,0.8179200600000001,0.2724733533333333,0,0,0,0,0,1,3,261,50000,1349712778,191.57088122605364
50.056,50.056,100.112,50.056,25.028,0,0,0,0,0,1,2,234,0,1349682067,0.0
1.0,0.9995,1.9995,1.0,0.4997499999999999,0,0,0,0,0,1,2,257,50000,1349626177,194.55252918287937
0.32149997,0.32099997,0.64249994,0.0803749925,0.160499985,0,0,0,0,0,4,2,798,50000,1349757149,62.65664160401003
52.67916375,52.67916375,105.3583275,52.67916375,26.339581875,0,0,0,0,0,1,2,259,0,1349672939,0.0
0.023,0.0225,0.0455,0.023,0.01125,0,0,0,0,0,1,2,257,50000,1349750147,194.55252918287937
0.51555404,0.51505404,1.03060808,0.51555404,0.25752702,0,0,0,0,0,1,2,258,50000,1349857764,193.7984496124031
1.31669599,1.31619599,2.63289198,0.658347995,0.658097995,0,0,0,0,0,2,2,374,50000,1349641407,133.6898395721925
0.67050427,0.66860427,1.33910854,0.67050427,0.66860427,0,0,0,0,0,1,2,258,50000,1349720652,193.7984496124031
0.01188196,0.01138196,0.02326392,0.0003960653333333,0.00569098,0,0,0,0,0,30,2,5475,50000,1349959440,9.132420091324201
3.88910063,3.88860063,7.777701260000001,3.88910063,1.944300315,0,0,0,0,0,1,2,225,50000,1349620800,222.22222222222223
93.0107214,93.0107214,186.0214428,3.875446725,46.5053607,0,0,0,0,0,24,2,4399,0,1350170644,0.0
3.01050479,3.01000479,6.02050958,0.3345005322222222,1.505002395,0,0,0,0,0,9,2,1411,50000,1350257260,35.43586109142452
0.02059643,0.02009643,0.04069286,0.02059643,0.010048215,0,0,0,0,0,1,2,225,50000,1349858261,222.22222222222223
0.5105392,0.5100392,1.0205784,0.5105392,0.2550196,0,0,0,0,0,1,2,257,50000,1350063876,194.55252918287937
9.72102785,9.72052785,19.4415557,4.860513925,4.860263925,0,0,0,0,0,2,2,439,50000,1349908734,113.89521640091117
17.97360768,17.97360768,35.94721536,17.97360768,17.97360768,0,0,0,0,0,1,1,225,0,1349797615,0.0
0.5,0.4995,0.9995,0.5,0.24975,0,0,0,0,0,1,2,258,50000,1349779154,193.7984496124031
