tx_hash,indegree,outdegree,in_btc,out_btc,total_btc,mean_in_btc,mean_out_btc,in_malicious,out_malicious,is_malicious,out_and_tx_malicious,all_malicious
49dc364d4939ce9891ad18325deb923b87072666f04a260ee865f1714131d0c5,30,2,13.010000409999998,13.01000041,26.02000082,0.4336666803333333,6.505000205,0,0,0,0,0
4e4db398df6add5f6d2a01c7897d55d0f711978f828a92b83472d8d305836c68,1,2,15.6313,15.6313,31.2626,15.6313,7.81565,0,0,0,0,0
9c466a5b1397380f2a35c2b9b6725ef85cfddf2e4d9b19cc9c783c6c0fe51316,1,2,0.4883,0.4878,0.9761,0.4883,0.2439,0,0,0,0,0
3beffefd1fa319f0825a92e9734fa65f73a19eae497477269e5dbbaf83d93db3,1,1,7.591172,7.581172,15.172344,7.591172,7.581172,0,0,0,0,0
da30f10b88bffcfe76591d7d1880cb65e05ccdc07890a68dce1ae550a638bf46,3,2,59.04183986,59.04183986,118.08367972,19.680613286666667,29.52091993,0,0,0,0,0
d66218f1f2e2dd98aa898d2240135c29d07b77451e3b296a4fbc3ad53d498647,4,2,96.94714033,96.94714033,193.89428066,24.2367850825,48.473570165,0,0,0,0,0
b7942c95221d211a5bf7b282a39e4b8ae634c972476abbef530c865bcede4249,1,2,41.329,41.329,82.658,41.329,20.6645,0,0,0,0,0
0ec9c6d207e154d9fc18c1b6de6bebcdbc6cf88154399e37aebd1d362399897e,1,1,0.61249225,0.61199224,1.22448449,0.61249225,0.61199224,0,0,0,0,0
7bd94cd92a149dab9d0229e57df72a6ec4d37fcfb96bd3e1da39a1253dc6a892,1,2,2.3435,2.343,4.6865000000000006,2.3435,1.1715,0,0,0,0,0
563c523c885d75481cd5f0b00cc8d1200842b5e4d6a8871fce6aaa2ca8758905,4,2,5.01071,5.01021,10.02092,1.2526775,2.505105,0,0,0,0,0
0ac1cd2703cc7aa9b3fcbee65ae9c6c1aff2e507784f417ed207ce44ac09b13b,2,2,11.77764341,11.77764341,23.55528682,5.888821705,5.888821705,0,0,0,0,0
0766e5210bcf3dd4d284fcbb8c44c7f05e8b0b41112a33c29371a3900d408a27,1,8,77.63654522,77.15828880000001,154.79483402,77.63654522,9.6447861,0,0,0,0,0
81b10900c3f1637ee271f915051d4c7445f86737d37bbf66471fcc9e6ae5ca9a,1,2,0.3,0.3,0.6,0.3,0.15,0,0,0,0,0
8c3aada33057a5dcac0adf44c2209a1e7d107546e62948a1a7d46a25eb507eba,1,2,0.3077793,0.3077793,0.6155586,0.3077793,0.15388965,0,0,0,0,0
151d96306a6c9ab8df712f18bb77a94885b3fdbb1fd4da5c3d4c6d6ef6766537,1,2,38.96949988,38.96949988,77.93899976,38.96949988,19.48474994,0,0,0,0,0
d4033f1c4e03524990dee36dd21a44af0c0965a8edf8ea28ed2196415b02a118,4,2,18.63161947,18.63161947,37.26323894,4.6579048675,9.315809735,0,0,0,0,0
5158252255d01fb4b251e552a8d3f63efaeb3456085f8f7e1bba6bd576dc0ba8,1,2,45.36130526,45.36130526,90.72261052,45.36130526,22.68065263,0,0,0,0,0
b45a4f715f885daf2261de885bea08e2d391ae49b226b2fbb1e4d537eb700862,7,2,52.01104679,52.01104679,104.02209358,7.43014954142857,26.005523395,0,0,0,0,0
e87c790712e80dfe3df14c5d00650fc17ccf4b9bdbf403ec7cabd4f97fb3a397,1,2,5.0211926,5.0211926,10.0423852,5.0211926,2.5105963,0,0,0,0,0
7761fcf4b3d806393e622c5f05d0c70894737807f1eeea1d73f85438de26236b,1,2,39.06285202,39.06285202,78.12570404,39.06285202,19.53142601,0,0,0,0,0
c7bdbd09417149b7c838d8b8f69a8157a0b7ed410f626558832a5a832b7dfa1a,1,1,0.5209904200000001,0.52049041,1.04148083,0.5209904200000001,0.52049041,0,0,0,0,0
f078fd6b879217d9715e77351663bd6e973dc660740b5a296723b3684a3a8113,5,2,1.54113912,1.54063912,3.08177824,0.308227824,0.77031956,0,0,0,0,0
b75aee418f6fc61b4745f2bdeaa5b603ec3be1b904de7d1cc10dbf2a0deb2cbf,1,2,49.3940976,49.39359760000001,98.7876952,49.3940976,24.696798800000003,0,0,0,0,0
dea711e481765e52911f7136efbec0b822903fc29c16b3547680960e46d6505b,1,2,137.81712728,137.81712728,275.63425456,137.81712728,68.90856364,0,0,0,0,0
28781cef35b11ff7517105d3f8db01f70e69710bd581f6b67de4d1e3efd5556b,8,1,0.09192593,0.09192593,0.18385186,0.01149074125,0.09192593,0,0,0,0,0
46f5b9c5330aaf51105ac20133eaeaf25d557c4002c2a122a612be16d0dc4121,19,2,14.35,14.31,28.660000000000004,0.755263157894737,7.155,0,0,0,0,0
bdd42c5a566c31afaf7be888af45ec4f8208c6aede1e67f8ec3be2e87f09e38f,1,2,5.28795462,5.287954620000001,10.57590924,5.28795462,2.6439773100000004,0,0,0,0,0
855d6835e8b69de200ccf0f8bc37934728948dbdc9239d399ba59ef0bff6b8d6,1,1,0.01831913,0.01,0.0283191299999999,0.01831913,0.01,0,0,0,0,0
cfb0c31a0cfacae1a782452128b2d09495c7e61ae7bea05e75b1e186e5dc8fbd,1,2,50.0005,50.0005,100.001,50.0005,25.00025,0,0,0,0,0
0e24f712b5d42ef9628f6472f1f6fd6115aaaca1d67493c073fc47d2263d11cb,1,2,176.55,176.55,353.1,176.55,88.275,0,0,0,0,0
3cfe5e662f22aa7783e75b261f33aaa5f4878013336988f2a6f2e40da2ac3725,1,2,5.0,5.0,10.0,5.0,2.5,0,0,0,0,0
b55f8a5bd97f036fecb910584d9c39843eb265cf4f5d92adcbc40ade68289e8f,1,1,0.1035,0.0935,0.197,0.1035,0.0935,0,0,0,0,0
280488c4f4fa99b1f1c4bcc878afa13058b612883ef29ee2ad196e49b10bc0f6,1,1,10.4360542,10.4160542,20.8521084,10.4360542,10.4160542,0,0,0,0,0
22577b5434d3bc931742f628e88db6b9e54c0457ef112ed20bbb50cef709c7c8,1,2,39.42566168,39.42566168,78.85132336,39.42566168,19.71283084,0,0,0,0,0
0ba8bc90c8792ae0b1ea146e47ecb0828dab5decec313897fff9c066a674ba4f,1,2,0.23,0.23,0.46,0.23,0.115,0,0,0,0,0
862f44ac537bb5c383ce16899a368e35bd394c1ce144657260c70aab897d536c,1,1,50.0,50.0,100.0,50.0,50.0,0,0,0,0,0
14be58302c1c501997e104b195717a4c39a73b4fccdeef026b1421b90bfe4bcb,14,2,2.16946535,2.16796535,4.3374307,0.1549618107142857,1.083982675,0,0,0,0,0
bf99566d029dfc8e0f1d3a7dac89aad8ac8a5a52eef4b6bbd3375c52364fd45d,1,2,35.88712728,35.88712728,71.77425456,35.88712728,17.94356364,0,0,0,0,0
4ce43f97c228103b52438ae79b247d260454894e26485ea9852f5cd0d4377550,3,2,27.51,27.51,55.02,9.17,13.755,0,0,0,0,0
a5712e00366f729aa58e39c4f14053362df8e76880b75b90cef34a2aa2b24355,1,2,8.69567525,8.69517525,17.3908505,8.69567525,4.347587625,0,0,0,0,0
da80313a559cdef22b8435d104bccd4d0895c6e3a73c5e44cc4218a45732e32a,1,2,5.98,5.9795,11.9595,5.98,2.98975,0,0,0,0,0
0689161b5edcd20d04529bba0b98aad48b9e23c6bef2f84861dbf6286bea15b5,8,2,65.85008062,65.85008062,131.70016124,8.2312600775,32.92504031,0,0,0,0,0
fe62f210400c17a011290877e294d935ee3c2e325568db84e9b0dda581741f2f,1,1,0.55,0.54,1.09,0.55,0.54,0,0,0,0,0
6b0dd964a16856483751d66ff3465991dc38f32a9c793b12f92439deb7404d05,7,2,1.6700000000000006,1.6700000000000002,3.3400000000000007,0.2385714285714286,0.8350000000000001,0,0,0,0,0
6ec4a1b53e8c5862b70f39fd9148d5df97244fe7c2c151840a114c1c553c7cf6,0,1,0.0,50.0701,50.0701,0.0,50.0701,0,0,0,0,0
ea707b046eccabf0f6f97d276b3e7e7819ceb2d310ad203e4a3b0f31b8e58b40,1,2,28.43602963,28.43552963,56.87155926,28.43602963,14.217764815,0,0,0,0,0
18e5550ddcd453880982cdb61ab0308a8dbb94729cbdc58bf49c280521745c76,1,2,4.0,3.9995,7.999499999999999,4.0,1.99975,0,0,0,0,0
f70d478596210f65d7824633d4d1be89c101da05a44f3fd8fe9f95d8b67a3ab7,1,2,10.60883715,10.60883715,21.2176743,10.60883715,5.304418575,0,0,0,0,0
f54665af8f802f82ab6725dec94a1d9c964ddd461a7e3e62457cc39f1f3f5f12,1,2,83.00356000000001,83.00356,166.00712,83.00356000000001,41.50178,0,0,0,0,0
b1cbef61c3c80c3035928e141ae3f824c07dd12157115f13d86f93dd02c43a47,10,2,22.5,22.5,45.0,2.25,11.25,0,0,0,0,0
e943d86329b3372ef419a2a1688be79bead485f86fca4ac499fa8b913e265a36,2,2,24.34,24.340000000000003,48.68000000000001,12.17,12.170000000000002,0,0,0,0,0
bff06416b60c0174383c57177db27c6e5db6a1b31131aa9fa565716a1bcaf122,1,2,1271.94123127,1271.94073127,2543.88196254,1271.94123127,635.970365635,0,0,0,0,0
33d6251fcc4e8aaab14023caf06d9af2a9a0a5ce0959fefd5ec105ab5f4c2671,1,2,75.92553281,75.92553281,151.85106562,75.92553281,37.962766405,0,0,0,0,0
a51dfab2a7a0586302dda070021257ddef16d3c6f3bc49ec7e130cc3aa5305a3,2,2,0.20953458,0.20953458,0.41906916,0.10476729,0.10476729,0,0,0,0,0
2b5a2c7c095474134f8990eb1ff17640aec2af9c34b8d9911b89b26f2dc6df9d,1,2,1.5018133,1.5013133,3.0031266,1.5018133,0.75065665,0,0,0,0,0
5592b4868a778209e74b8a1d8c7a89425e23a1333bfeae61eace677cbed44b01,1,1,1.6265,1.616,3.2425,1.6265,1.616,0,0,0,0,0
08d2c5b35fece8de9ceecf81812fc023775a45edcb272bdb3f576df9f2da104c,1,2,25.73657325,25.736573250000003,51.4731465,25.73657325,12.868286625,0,0,0,0,0
449507604b3330ca834b821a526bf7bbe4e1a975aed174f9cd4a9992d4a86604,1,2,0.1295,0.129,0.2585,0.1295,0.0645,0,0,0,0,0
c406fe7edaf8efe07bdf89333962e2cd47b1cc3651980fc3cf7acdbcbe8178d6,1,2,2.35046983,2.34996983,4.700439660000001,2.35046983,1.174984915,0,0,0,0,0
8dccc11278e188e1f94a1530031b0e7fe121fc10846567d9f4d8d0c99ccde6b4,1,2,31.32500593,31.32450593,62.64951186,31.32500593,15.662252965,0,0,0,0,0
caab2c0c3ec9892a176a3c82c15dbde14950694f899d4fbbffbde07abf7d83c4,2,2,10.03,10.02,20.05,5.015000000000001,5.01,0,0,0,0,0
3e3cb3a5e8ef50da5e2a53ca9b9c770eacb569a2f88118601e4bb47b77a2d606,1,2,0.75489787,0.75439787,1.50929574,0.75489787,0.377198935,0,0,0,0,0
1136fbc7741d097d0cb04fcfc0058f03416b515ae9e63bf7f459a5bbf2dca15f,1,2,0.4135,0.413,0.8265,0.4135,0.2065,0,0,0,0,0
a44aba31ca9d07491da7d3a7a10873d443ecd9de09d87a045bb9b40dbebc6f3f,1,2,48.0197,48.0197,96.0394,48.0197,24.00985,0,0,0,0,0
720d6feb825241f2259016b0d09d9f4210447782788fc83b8c354664b7436dca,1,2,6.748,6.7475000000000005,13.4955,6.748,3.37375,0,0,0,0,0
4065c796006ce2175712953e2db37b3bd4f4557506249a813834923ec3d7d30a,1,1,0.03698074,0.03648073,0.07346147,0.03698074,0.03648073,0,0,0,0,0
f649764e6866d717e3c6b4612407157926ead220421c24f5b2a7527c71ab05bb,2,2,0.03469578,0.03419578,0.06889156,0.01734789,0.01709789,0,0,0,0,0
9a5812a53c81d2adc97ff6f2b1bb62eb1ad2683fb8b596718ce5a78b845e5e28,1,2,14.06358697,14.06358697,28.12717394,14.06358697,7.031793485,0,0,0,0,0
4c451fae335c345b96fb118931c7b8f36c86b70b8075fdecacec117511d7ff84,5,2,140.01250000000002,140.012,280.0245,28.002500000000005,70.006,0,0,0,0,0
56527d013d759b231751368a53da7198b5f318ca65382cb977253fb12a68077c,5,2,2.28481558,2.28431558,4.56913116,0.456963116,1.14215779,0,0,0,0,0
23269e73b89a28172d9f2f479ecfc647994aab7d193b5baef41c57f34ba3ac47,1,2,11.6503312,11.6503312,23.3006624,11.6503312,5.8251656,0,0,0,0,0
4fa7685610a26995a9e2730193d1cdc4ea7cd393cad15e8e2e6a8297110079ce,1,2,0.209,0.209,0.418,0.209,0.1045,0,0,0,0,0
87fbfd761024fecb8c4fb466f789f388cb637ed45255d8c6d08336d3dabfc35c,1,2,2426.08623098,2426.08573098,4852.17196196,2426.08623098,1213.04286549,0,0,0,0,0
2b11180215eca3c57fc5480b186cf57525dddb9d9c88e55b0c5c7cd37b12e58f,2,2,6.54209807,6.54159807,13.08369614,3.271049035,3.270799035,0,0,0,0,0
6f7b398ff50cba04620f80ea4e2be2bf6f0997f9d1e8a56d280875b28e277e95,1,1,53.38719052,53.35719052,106.74438104,53.38719052,53.35719052,0,0,0,0,0
22d0fda8ed8a46bed981a067f1509f5bbd03b12a9021db4581d6ed2d1d8e2887,1,2,91.9384156,91.9379156,183.8763312,91.9384156,45.9689578,0,0,0,0,0
41aa53da6c6cd58c65fa5a219b2049d34a4f539724db1a0f3db20f20b074181b,1,1,0.16948339,0.16898338,0.33846677,0.16948339,0.16898338,0,0,0,0,0
fb105779e07ba2fad198b4bd71cb0c38467cf32b1e783f5c8ecc01b0f1760290,1,2,122.65412554,122.65362554,245.30775108,122.65412554,61.32681277,0,0,0,0,0
f17797245d6d560e55c82e4b9b76a54f0c3cf629c14cf1f1bb290a14a0768474,1,2,32.998,32.998,65.996,32.998,16.499,0,0,0,0,0
237677da2399e65af027f34904546e919d0b7addaa9e3d0c25439ab344f3370a,3,2,95.16330719,95.16330719,190.32661438,31.721102396666662,47.581653595,0,0,0,0,0
c4f78d89b06773dde4f957e5952410f877d58d98a2d9ab1173e5cc89bb241745,2,2,15.54881645,15.54881645,31.0976329,7.774408225,7.774408225,0,0,0,0,0
f03801b4dc42c05da0b83267c50232c4a9b856c3ed8d9681ff814dc822b003cd,1,2,50.0225,50.0225,100.045,50.0225,25.01125,0,0,0,0,0
422f12ed1584502cba5229e2f2e8714484a27473610c6cd0d0c3a4b0bd7d8a12,1,2,90.4046123,90.4036123,180.8082246,90.4046123,45.20180615,0,0,0,0,0
1c83d4de2d45b9a1a2d15f28702bffc4e9dc9816919d7297757935a3f0852bc5,1,2,31.80800002,31.80800002,63.61600004,31.80800002,15.90400001,0,0,0,0,0
a0e0ac8ad0e9a77db561eb6a2032db165c5ffca512ac36a3b7886e34e8c6b5ce,1,2,21.01,21.01,42.02,21.01,10.505,0,0,0,0,0
b17e7cc39d1fcdd6fab08aeb17d9cf5b127fc0a89ccd2de3753248abbd9bd886,4,2,5.02004935,5.02004935,10.0400987,1.2550123375,2.510024675,0,0,0,0,0
704f1570e68b5f8e9aa8538eeaeb5236361f7127437c5df48b93256554906796,1,2,0.8177879,0.8177879,1.6355758,0.8177879,0.40889395,0,0,0,0,0
1519249208e8a7358f9f4a861d86db84873e45fba81fb6fc1f937f2fbdee9600,9,2,30.01048422,30.01048422,60.02096844,3.334498246666667,15.00524211,0,0,0,0,0
e950b7f17a7c38935dfcea0e20dae5ed50792a0c612ca041f2b90482cfde087e,1,2,50.01116879,50.01116879,100.02233758,50.01116879,25.005584395,0,0,0,0,0
c3b05da672f22c0316e5ccb929e16e3c2d96d36b9d84cfa0b390ab18d7cb34db,2,1,0.05445656,0.07967975,0.13413631,0.02722828,0.07967975,0,0,0,0,0
16c6706152b03a8300a70d3c19344d87e70e26d1d9c68a2ef1c1d7305330dd55,4,1,3.10746564,3.1,6.207465640000001,0.77686641,3.1,0,0,0,0,0
ea95380b7d54657fbb33d8c643b0904efec07b6f5939d30e850731e131fa1747,4,1,239.49623232,239.49623232,478.99246464,59.874058080000005,239.49623232,0,0,0,0,0
7abd85cf95b139abd921b40493d8998869839b21b55b6a1a891cc870aaf55dda,1,2,0.71099422,0.7104942200000001,1.42148844,0.71099422,0.35524711,0,0,0,0,0
c1478b3ddff6a47700f8b9ab990c4a66e3f11235e6fc76979ad9fcbbff3d2a4b,1,2,49.11300757,49.11300757,98.22601514,49.11300757,24.556503785,0,0,0,0,0
04243c025bc0af70133908c8863db3944b113513b295546161a966fc1a4b89c4,4,2,18.1295,18.128500000000003,36.258,4.532375,9.06425,0,0,0,0,0
25dda68a81ac15a88e31cfb7a87b36ef62ea5b49c86732f604ef5f915064e1df,1,2,140.94,140.94,281.88,140.94,70.47,0,0,0,0,0
dbe1193b1b972f05a2e966d2ea07456549b5a94087183b5c2659db81f5a06648,1,1,0.2319045,0.2314045,0.463309,0.2319045,0.2314045,0,0,0,0,0
e085b7492d614341524e9f86e0b2626e4cca6b63a056f7e2f746de35a23bca59,4,2,7.693,7.6925,15.3855,1.92325,3.84625,0,0,0,0,0
621da61f2973d710aee0d0bcdea321394badb732822827e95971974828244419,1,2,9.37461354,9.37411354,18.74872708,9.37461354,4.68705677,0,0,0,0,0
6caae63d812309262f586d457660389744c3c9f7bc126ffd2511b053cfbadf4d,1,1,15.0,15.0,30.0,15.0,15.0,0,0,0,0,0
aa30136e86d4fcc843965b4b68de22ae45f1148a8d8753e492fe18b55ad8e2f4,2,2,21.88206634,21.88206634,43.76413268,10.94103317,10.94103317,0,0,0,0,0
c9c9d05f6d65b84ea149f9fbb6b82b2c060bcfc29a3ac614ce02ecdff4a0b722,2,2,16.88857365,16.888073650000003,33.77664730000001,8.444286825,8.444036825000001,0,0,0,0,0
be1dae78fc474e8fed21263734ed77b9dd603199f7fa57d3a0fb8ed08998c650,1,2,3233.16856248,3233.16806248,6466.33662496,3233.16856248,1616.58403124,0,0,0,0,0
afc438391d8d5b44176cba5b236f22f23625183c92cc6d1fc46eb6aa611e5825,1,2,80.95724219,80.95724219,161.91448438,80.95724219,40.478621095,0,0,0,0,0
6290452f08eeac4bc6d1ee3f08b030ee34fc2d5a03c86ae4977a2b446a788900,1,2,10.83748191,10.83748191,21.67496382,10.83748191,5.418740955,0,0,0,0,0
6d239d259e8d614952e37b34aaab6aeebc1cbc470f47ece2a8fb619ef4f41a77,1,2,116.9440502,116.9440502,233.8881004,116.9440502,58.4720251,0,0,0,0,0
12ea1dd2f84b3d4a52984d3d8498b93435fc5bf67eecfeebd5d535d346b40fb3,1,2,0.1,0.0995,0.1995,0.1,0.04975,0,0,0,0,0
fa44e90824e4e93ae8b9c4778aaa79b803f47901636fae6b7d0cc9e5b194f22b,1,2,89.96554292,89.96554292,179.93108584,89.96554292,44.98277146,0,0,0,0,0
f50c8c70bcf6ff61e6ec3078cc94bd09f392fd46f99fc56aa87746d9f2c872c4,1,2,0.29133881,0.29133881,0.58267762,0.29133881,0.145669405,0,0,0,0,0
e00baf44fcf7602ca53cc58665d9fe73334a1ecc7877a08e63f9e10073546cf0,1,1,1.8326463,1.7326463,3.5652926000000003,1.8326463,1.7326463,0,0,0,0,0
20e012dc765281368e74741d935e498cc5fb7b65dea551a2419fcdebcf1067dd,5,1,10.01,0.01,10.02,2.002,0.01,0,0,0,0,0
c72489e965ad33582c2c39e72d476a1b4d7e4805625be12bf24876bee88395ab,1,2,200.03,200.03,400.06,200.03,100.015,0,0,0,0,0
1250ec556c5e9e2086ac111047c1b385a5d990cb1ae6be471dc7ea949496824d,1,2,3.52791046,3.52741046,7.05532092,3.52791046,1.76370523,0,0,0,0,0
290610bc5167ac18c905e57fe342bfd9fb0e5c75bbebeeb9ec7ff4b98bf27d80,1,2,0.13,0.12,0.25,0.13,0.06,0,0,0,0,0
de18b82af7945eef35673ac09e158aa0d96f3c33b911067b90962463d0506da4,1,2,9.87,9.87,19.74,9.87,4.935,0,0,0,0,0
72ef2fcca268423848d734e9bdebd36a9e9d63e4b2f55c9532704c62f1af56f7,5,2,6.130000000000001,6.13,12.260000000000002,1.2260000000000002,3.065,0,0,0,0,0
0bbed3dd8632c385d81c2a6abcd4323178bd29b09c7b01f028d2b82c9bff395d,1,2,0.5,0.4995,0.9995,0.5,0.24975,0,0,0,0,0
439f2c3aef6103a7774c3a256e2a9ea7146b2423671bf760c71f3a288571c603,293,2,20.03650003,20.01000003,40.04650006,0.0683839591467576,10.005000015,0,0,0,0,0
1e3e2b1ca6c9f020ecbb9cca2b62619a2810a6015ae3f62871bc1516c21d9e34,1,2,0.1,0.0999999999999999,0.2,0.1,0.0499999999999999,0,0,0,0,0
980b22bd6d31b74db87b038082ccca05a264119dd11ca89ae12d92e81d179b7f,1,2,3.21201171,3.21201171,6.42402342,3.21201171,1.606005855,0,0,0,0,0
277212f51c1ba574dce7a08d2abfe94fc4bd72be35548bde203dd68d7e9f6dc6,1,2,12.70492793,12.70492793,25.40985586,12.70492793,6.352463965,0,0,0,0,0
03b22154591f4a35edb83c4558351d8a7e6dd25f433eb143c9ecef3fa91bdd9f,2,2,5.0,4.9995,9.9995,2.5,2.49975,0,0,0,0,0
67d6bf16f3b5f001efcc1b2c7084cae651126b8d69b575f09ce3ee345085edc0,1,2,43.59131736,43.591317360000005,87.18263472000001,43.59131736,21.795658680000003,0,0,0,0,0
e7cce662eeff1b532473347d85237f36dadbbc9455c7e85160181e6a964e16f5,1,1,9.56998544,9.55998544,19.12997088,9.56998544,9.55998544,0,0,0,0,0
cb1893dcd2e85e8a02a97e36e81227a10956591da71aafc5898e98a8b55d90ec,1,2,39.2885,39.288,78.57650000000001,39.2885,19.644,0,0,0,0,0
8e38511c9f8d48dfca799fc5b611f7187968b67c6924fb8c81d6d46b8bc07f5d,3,2,0.02524623,0.02474623,0.04999246,0.00841541,0.012373115,0,0,0,0,0
22f1aabd5866720cf69821eebe2038b1e49578e9c041d33629b15e9f8277ddda,1,3,129.58392663,129.58382663,259.16775326000004,129.58392663,43.19460887666667,0,0,0,0,0
405fe74301a347d2d7147373e8df377086c19205b401581a1d340273229ec971,1,2,0.5078125,0.5073125,1.015125,0.5078125,0.25365625,0,0,0,0,0
e629ade6e46dccc3b7e4df7182b9f14a024640cd89f6d5def320bc078652e6f6,2,2,8.0969712,8.0964712,16.193442400000002,4.0484856,4.0482356,0,0,0,0,0
b4691ad84a3f95e798998d764fdd092eb05bf20f89ed1372dd702d47babd49ed,2,2,1.4998473,1.4993473000000002,2.9991946,0.74992365,0.7496736500000001,0,0,0,0,0
7175abcc59b1fdbd45818d43df20c28175c6b98a977394279c573b0f695ae59c,2,2,0.0495,0.049,0.0985,0.02475,0.0245,0,0,0,0,0
a8d4e21e3bb9f820f6a74d265dfe056070e1786cdce885ed7f9587ed51a282d2,2,2,0.66165434,0.66115434,1.32280868,0.33082717,0.33057717,0,0,0,0,0
04304e53dac590a9d5978997a04700f63cd43db98d2455a35fc3c4b918039007,1,17,0.8586,0.8222999999999997,1.6808999999999998,0.8586,0.0483705882352941,0,0,0,0,0
76a19a682cd5054c62599e3e4a132e8843e69706045dffadfe341a6db8e4c996,1,2,10.0,10.0,20.0,10.0,5.0,0,0,0,0,0
8df7bae45747495119850303e543d6d70357d16d1dee26f64ddf3baa502ed11b,7,1,14.38535499,14.38535499,28.77070998,2.0550507128571427,14.38535499,0,0,0,0,0
00bed9dae557c338591a81a59b7f7a4de78d97267f56bb3752fd3f76c68b7614,4,2,262.48308738,262.48308738000003,524.9661747600001,65.620771845,131.24154369,0,0,0,0,0
c4df031a27b8c54e29f16d3846328cad8c7bbf32166b644c5b3b5002aec6a24c,2,2,7.32631438,7.325814380000001,14.65212876,3.66315719,3.66290719,0,0,0,0,0
8e9671add2b0c4a5f67837f276d22510e47c9ceb229c440fb0b35f909e134973,4,1,0.0215,0.01025,0.03175,0.005375,0.01025,0,0,0,0,0
435b3c47ccfe23b23b2f5309f17a500f43f0c77eff1e922005282d7096dbf72e,0,1,0.0,50.0610931,50.0610931,0.0,50.0610931,0,0,0,0,0
97131c3b3a1b3b8eec8fa00173ba197ef1a01fa0baad6bd77be32892441fdd6a,2,2,0.02445177,0.02395177,0.04840354,0.012225885,0.011975885,0,0,0,0,0
945c95da8d3690210a4ebe65e2e2a7eb868fc2f35c28339051826b72eb10b347,1,2,20.7425,20.7425,41.485,20.7425,10.37125,0,0,0,0,0
6a562c50b2b5d50a2d52b09893b6d71e60160e3301cecea62da2b06e71b81ea3,1,2,31.3252163,31.3252163,62.6504326,31.3252163,15.66260815,0,0,0,0,0
92e18c4b9f9724ed164c5e68ee44d0c016df1e3d6c945633d6ee3d5b740164a1,1,2,0.1,0.0995,0.1995,0.1,0.04975,0,0,0,0,0
714ffe11c2626ae6fd808d2518104d42350a02460fc096ef87c099178716ea78,5,2,0.1841823,0.1836823,0.3678646,0.03683646,0.09184115,0,0,0,0,0
7a877f306924367a8492d805c1084162be38086c89c4376f9245ff982e309b7b,1,2,11.44857,11.44857,22.89714,11.44857,5.724285,0,0,0,0,0
8b476804a84635a69ccb29ea77ab8d4245e171969207cc23465bac05349c91c5,1,2,67.788,67.7875,135.57549999999998,67.788,33.89375,0,0,0,0,0
7c078b94e882e5ad8ddd4fec3a834999195510f6bfbfac0c5cddb56e1a31ae9c,1,2,3.09238431,3.09188431,6.18426862,3.09238431,1.545942155,0,0,0,0,0
5f5752fe545597d46589417ccc7512787ade6a249b64486b2b49e7bd6f5b465e,1,2,29.1835,29.183,58.3665,29.1835,14.5915,0,0,0,0,0
3a9295fad37aa9516d99374a9143fbe4853151ffd193252a7969c6f896638173,1,2,7.188885,7.188885,14.37777,7.188885,3.5944425,0,0,0,0,0
eccc0c5746984ff05442104fd5f925c23613b6f780b6b91ccc4ea5b0df05f3c7,1,2,9.30797382,9.30747382,18.61544764,9.30797382,4.65373691,0,0,0,0,0
709300af0cca4751c45d53c46a82d787727d54524b543f0fc84e92b7eca93318,1,2,13.14285747,13.14285747,26.28571494,13.14285747,6.5714287350000005,0,0,0,0,0
4b73f62673deb1c4b6fc5bbbe67b7eebc0ade37dfd5564c60506c521b5d8d552,2,2,3.08411492,3.08361492,6.16772984,1.54205746,1.54180746,0,0,0,0,0
a65bf07fbfac6096e379fdc327bc82bc3616ebd1aa9431d64dedee7d9f2a8187,2,2,6.08135036,6.08085036,12.16220072,3.04067518,3.04042518,0,0,0,0,0
3489232a11bebf37a8f28ac65bc9ccfbd857ecc82f2d33b0499e04e9f3bf27bb,1,2,2.3035,2.303,4.6065000000000005,2.3035,1.1515,0,0,0,0,0
66badd7b13bc910d5355db8ab8101e705932f1b803eb13ec252ded2c4fa2bb59,1,2,421.16,421.16,842.32,421.16,210.58,0,0,0,0,0
fa58a156633939fbfa5663e2b659e2c9ee88a8561a3ff1ad13efb1408222b928,2,2,4.06236048,4.06186048,8.124220959999999,2.03118024,2.03093024,0,0,0,0,0
e15d19fae24bd31ba953430b74833ea93bcbb3de37cdb2cd479255825e8fcbdd,4,2,1.77484812,1.77434812,3.54919624,0.44371203,0.88717406,0,0,0,0,0
6abb76859e19bb6534865aa2d68db5c1327b84e07f6e2d2e3de7c38910378f66,1,1,23.7906839,23.7906839,47.5813678,23.7906839,23.7906839,0,0,0,0,0
c05288289c18387f5476bab37546eae869071dd5d8fa42098135f76e7b7b4565,3,2,0.14061239,0.14011239,0.28072478,0.0468707966666666,0.070056195,0,0,0,0,0
cca86203107dfaad181570fd63e3e9e6f4cd953d4f157d3a979e4c1ec349040f,1,2,18.35437063,18.35437063,36.70874126,18.35437063,9.177185315,0,0,0,0,0
671823cc35917cc225fa9ce1a3bb1fc20218d1a1024d131107cd223d3f9c571c,1,2,143.22967651,143.22967651,286.45935302,143.22967651,71.614838255,0,0,0,0,0
d324363dea11dca5d3524a06ba98167d9f4536cabbb560d48131f5fd92e47dc6,2,2,1.14469383,1.14419383,2.2888876600000003,0.572346915,0.572096915,0,0,0,0,0
